id,features
8937,"[-0.47704488039016724, 0.6824653744697571, 1.8918969631195068, 0.7121033668518066, -1.6707044839859009, -0.4783312976360321, 0.41038450598716736, -0.8561899662017822, 1.2869529724121094, 0.7867104411125183]"
8947,"[-1.4702379703521729, -0.36503854393959045, 1.0856460332870483, -0.9892694354057312, 0.5472530126571655, 0.2745243310928345, -0.11837687343358994, 0.29919227957725525, -1.5913294553756714, -1.704789400100708]"
8957,"[-0.9784618616104126, -0.2186981588602066, 3.158186674118042, 0.746499240398407, -1.0107849836349487, 1.376895546913147, 0.6476277709007263, -0.18914487957954407, 0.1031380221247673, 0.04923776537179947]"
8967,"[-1.348363995552063, 1.4080395698547363, -0.21901445090770721, -0.4469546675682068, -1.920272707939148, -0.7702797651290894, 0.4732389450073242, -1.4696904420852661, 1.7805169820785522, -1.715983510017395]"
25827,"[1.4142687320709229, 0.21159985661506653, -0.31682148575782776, 0.8321132659912109, 1.2866877317428589, -1.458501935005188, -2.1013076305389404, 1.9372857809066772, 1.6969188451766968, 0.023015310987830162]"
25927,"[-1.5823293924331665, 1.0873942375183105, 0.03394418954849243, -0.8467276096343994, -2.2101950645446777, 0.36988696455955505, -0.21653608977794647, 0.2651740610599518, -0.09744952619075775, -2.025200128555298]"
25937,"[-0.1990276575088501, -0.46831363439559937, 0.8680609464645386, -0.40589970350265503, -1.6097683906555176, -0.20494896173477173, 2.0115232467651367, -0.5909265279769897, -0.2693414092063904, 0.43401038646698]"
26147,"[0.2878602147102356, 0.740502119064331, -0.10963871330022812, -0.39226049184799194, 0.02305806800723076, 0.07868170738220215, -1.1903325319290161, -0.2624311149120331, 1.4767413139343262, 1.3284467458724976]"
26297,"[-1.2212928533554077, -1.8253979682922363, -0.840492844581604, 1.6920595169067383, 1.682005763053894, 1.289542555809021, 0.23856449127197266, -0.8484523296356201, -1.6418726444244385, -0.6857377886772156]"
26467,"[-0.7109748721122742, 0.6104923486709595, -0.9509973526000977, -0.2946276366710663, 0.27377888560295105, -0.32991331815719604, 0.8481128811836243, 1.1042381525039673, 0.060721997171640396, 0.02186221443116665]"
26527,"[1.1993799209594727, 0.3233354985713959, 2.2146434783935547, -0.2535910904407501, -1.1376354694366455, -1.235242486000061, -2.1665947437286377, 0.6754390597343445, -0.3251148462295532, 1.4966155290603638]"
26717,"[-0.03799816593527794, 0.09847813099622726, -0.06710565090179443, -0.07030986249446869, -0.09125217795372009, -0.22525882720947266, -0.09052719920873642, -0.4607546329498291, 0.11969368159770966, 0.10174556076526642]"
27317,"[-1.0734292268753052, -0.6612643599510193, -0.26982590556144714, 0.9190341830253601, -0.05596287548542023, -1.6518772840499878, 0.8311612010002136, -0.23280085623264313, -1.3842893838882446, 3.2005598545074463]"
27537,"[0.7923896908760071, -1.251264214515686, 0.31534790992736816, 0.003017683979123831, -0.8438596129417419, 0.9598396420478821, -0.19916334748268127, -0.021850157529115677, 0.5922434329986572, 0.31467050313949585]"
27837,"[1.23564612865448, -1.5938372611999512, 0.26296496391296387, -0.1647680401802063, -0.09435917437076569, 0.8681668639183044, 1.6869107484817505, 0.10132210701704025, 0.7448265552520752, -1.153499960899353]"
30707,"[1.6227675676345825, -0.5089482665061951, 0.2459593415260315, 2.0077970027923584, -1.0446703433990479, -0.40584075450897217, -0.46583956480026245, 1.3751237392425537, 1.9577975273132324, -1.894083023071289]"
31427,"[-1.1413205862045288, 0.8535067439079285, -1.117857575416565, -0.12275901436805725, -0.9817597270011902, -1.0541937351226807, -0.4016847610473633, 0.605296790599823, 0.43095892667770386, -0.5185436010360718]"
31867,"[-2.749218702316284, 0.48073089122772217, 0.14287781715393066, 0.1421097218990326, -0.022707168012857437, 0.13497328758239746, 0.8052824139595032, -0.8248327374458313, -0.041425157338380814, 2.794713258743286]"
32017,"[0.18391680717468262, -0.48828548192977905, -0.6317238807678223, -0.49002623558044434, 0.46113184094429016, 1.1872749328613281, 0.2519427537918091, 0.4556921124458313, -0.2776965796947479, -0.5052183270454407]"
32587,"[-0.014686853624880314, -1.4578076601028442, 0.668842613697052, -0.9862346053123474, 2.1177260875701904, 0.8200547099113464, -0.7329690456390381, -2.2040021419525146, 0.5624493360519409, 0.3625148832798004]"
33437,"[1.3996081352233887, 0.8927465677261353, -1.011248230934143, 0.7252388596534729, -1.9444254636764526, 1.2630442380905151, 0.377352774143219, -0.28045937418937683, -0.23069675266742706, 1.3737372159957886]"
34437,"[-0.2821499705314636, 1.135682463645935, 0.7814682722091675, -1.0937199592590332, -2.799471139907837, 1.214963436126709, -0.8088503479957581, 0.07394355535507202, -0.9436457753181458, 0.6699216961860657]"
36397,"[-0.5461322069168091, 0.600796639919281, -1.5132125616073608, 1.0949443578720093, 1.341754674911499, 0.37514951825141907, 0.2711896002292633, 0.9515132904052734, 1.142207145690918, -0.1198614090681076]"
36517,"[0.6155657172203064, -0.15785054862499237, 1.1454449892044067, -2.2631990909576416, 0.6159912943840027, -1.425100326538086, -0.45370304584503174, -0.609893262386322, 0.8342562913894653, 0.5894984602928162]"
36527,"[1.5675981044769287, -0.5914600491523743, 0.9026994109153748, -1.0306675434112549, -1.0232938528060913, -0.3282609283924103, -2.2902588844299316, 0.9622532725334167, -0.008231091313064098, -0.358612060546875]"
37727,"[0.044600505381822586, 0.980641782283783, 1.0140323638916016, -0.8909377455711365, 1.8211920261383057, 0.05668051540851593, 1.2686961889266968, 0.5689535737037659, -0.18465766310691833, 0.6274763941764832]"
37857,"[0.9047215580940247, 0.9508956074714661, 0.238974928855896, -0.3336528241634369, -0.23018339276313782, 0.7002494931221008, -0.41608545184135437, -0.7763130068778992, 0.22355808317661285, -1.074210524559021]"
40467,"[1.1052073240280151, 0.012443912215530872, -1.0817289352416992, 0.3460789620876312, 0.15561889111995697, 0.7776541113853455, 1.538206934928894, 0.47149696946144104, 0.46364426612854004, 0.5396752953529358]"
41527,"[-0.9261043071746826, -0.9234498739242554, 1.8925678730010986, 0.31903931498527527, 0.30935484170913696, -0.763839602470398, 1.955445408821106, 1.1250567436218262, -0.6130263805389404, 1.1950839757919312]"
41617,"[-0.2719112038612366, 0.18510040640830994, 0.5196648836135864, -0.27821406722068787, -0.13693508505821228, -0.2447667121887207, 0.12502938508987427, -0.1403980255126953, 0.6010109186172485, -0.020066212862730026]"
41997,"[0.7200372815132141, 0.8769984841346741, -1.168481469154358, -1.0538042783737183, 2.7485811710357666, -1.0543391704559326, -0.49006059765815735, 0.989952027797699, 1.2763020992279053, 0.7934433817863464]"
42197,"[0.5631636381149292, -0.1574316918849945, 0.9429685473442078, -0.16257669031620026, -0.4636412560939789, -0.42528265714645386, -1.3964720964431763, 0.13242600858211517, -1.0059176683425903, 0.185153990983963]"
42217,"[0.37310490012168884, 0.08578171581029892, -0.3286576271057129, -0.11214938759803772, 1.2109832763671875, -0.8135219812393188, 0.1873185783624649, -0.9230374693870544, 1.3838298320770264, 0.9976672530174255]"
43177,"[0.6258589625358582, -1.2404115200042725, 0.1442868858575821, -0.7901108860969543, 0.8573839664459229, -0.6373147964477539, 1.1044692993164062, 0.3444206416606903, -1.4486140012741089, -1.9276841878890991]"
43917,"[-0.004458622541278601, 1.1671819686889648, -0.006277579814195633, -1.2044645547866821, 1.3597675561904907, 0.057258665561676025, 0.8034113645553589, -0.30895736813545227, 0.44287583231925964, 0.7954228520393372]"
44197,"[0.755090594291687, -0.07466781884431839, 0.6346635222434998, 0.4854048788547516, 0.9429863095283508, -0.05635518580675125, -0.6238626837730408, 0.7316560745239258, 1.6007696390151978, -0.4430932104587555]"
44397,"[1.1716355085372925, 0.45423296093940735, -2.125720977783203, 0.5425311923027039, 0.9289767146110535, 2.092304229736328, -0.14726941287517548, -0.5115926861763, 0.0921739935874939, 1.362588882446289]"
45447,"[0.35042572021484375, -1.117530107498169, 3.304359197616577, 0.10332323610782623, 0.524056077003479, 0.5551456212997437, -0.3405768871307373, -1.4558488130569458, -0.18103499710559845, -0.2940019369125366]"
45517,"[-1.9612475633621216, -0.7468514442443848, -0.4157833456993103, 0.007883535698056221, -1.6085569858551025, 0.24971292912960052, -1.6532487869262695, 1.3167284727096558, 0.5313961505889893, 0.7754693627357483]"
46337,"[0.013942545279860497, 0.7462115287780762, 1.9626988172531128, 1.2365915775299072, 0.976649820804596, 0.289444237947464, -0.9913212060928345, -0.1558331400156021, 0.4826573133468628, -0.40234559774398804]"
47997,"[1.4897795915603638, 0.09083601087331772, 0.2533612847328186, 2.927403450012207, -0.3007657527923584, -0.2720888555049896, -0.2017909735441208, 1.0989655256271362, -1.0919197797775269, -0.09665609896183014]"
48567,"[1.06320321559906, -0.8212952613830566, -0.2210436761379242, 1.161695122718811, 0.46661487221717834, 0.6911389231681824, 0.576862096786499, -1.153623104095459, -1.5570015907287598, 0.546140193939209]"
48877,"[-0.45234841108322144, 0.605056881904602, -0.5802398324012756, 0.24079139530658722, -0.30520910024642944, -0.5529268980026245, -1.5871870517730713, 0.09558556228876114, 1.508775234222412, -2.5725631713867188]"
48997,"[-0.2962726950645447, 0.9049775004386902, 1.3793665170669556, -1.135538935661316, 1.276357650756836, 0.6342820525169373, 1.958480954170227, 1.915101408958435, -1.8099178075790405, -2.6441450119018555]"
49647,"[1.0964422225952148, -0.6520743370056152, -0.7577939629554749, -0.45285388827323914, -0.5848010182380676, 0.007439183536916971, 1.638257384300232, -0.7151119709014893, -0.4294039011001587, 1.0812232494354248]"
50447,"[0.6607212424278259, -1.318924069404602, -1.509434461593628, -0.8119089603424072, -0.24471254646778107, -0.030223868787288666, 0.3972156345844269, -0.7065507173538208, -1.094555139541626, 1.4859533309936523]"
51077,"[0.04956728592514992, 0.6059394478797913, 1.5890402793884277, 1.015657901763916, 0.8376483917236328, 0.17628318071365356, -0.8774106502532959, -0.012502412311732769, 0.44869160652160645, -0.20137298107147217]"
51187,"[-0.5665653347969055, -1.7285131216049194, -0.5802101492881775, 1.3545658588409424, 1.6274194717407227, -1.8038599491119385, -1.3344197273254395, 0.44280940294265747, 1.8379881381988525, -0.02015526033937931]"
51277,"[0.42402660846710205, -0.27235305309295654, -1.0755441188812256, 2.0708401203155518, 0.4815942943096161, 0.3483016788959503, 1.3750622272491455, 1.2807443141937256, 0.805109441280365, 0.7986974120140076]"
51817,"[0.09545301645994186, 0.3023144602775574, 0.866969108581543, -0.8480681777000427, 0.5184580683708191, 0.6587284803390503, 0.08593043684959412, -1.493672251701355, 0.03747688978910446, -0.6052969098091125]"
51937,"[1.0594158172607422, -0.30730488896369934, 0.6429250836372375, -1.27504563331604, -1.202339768409729, 1.4332228899002075, -0.8894863724708557, 0.5121404528617859, -0.6306307911872864, -0.4178045094013214]"
52287,"[-0.9297988414764404, 0.5970438718795776, 1.0262956619262695, 0.7421462535858154, -2.2945258617401123, -0.3615255355834961, -0.040886275470256805, 0.336744487285614, -0.1727219671010971, -0.04154985770583153]"
52717,"[-1.05413818359375, -0.19529971480369568, 0.3506862223148346, 0.49704664945602417, 0.6708226203918457, 0.6383175253868103, -0.1347736120223999, -0.6125712394714355, 0.44507622718811035, -0.3240293562412262]"
52967,"[-0.2310795933008194, 1.0105866193771362, 0.05954036861658096, -1.352591872215271, -0.2829816937446594, 1.9841874837875366, -0.9373360276222229, 0.9486299157142639, -1.2985397577285767, 0.9808735847473145]"
53127,"[0.9092267155647278, 0.12001179158687592, 1.5970969200134277, 0.9140589833259583, 0.238384410738945, -1.256140947341919, 1.2316627502441406, -0.5012392401695251, -1.5093846321105957, -0.15781375765800476]"
53207,"[-0.9173797965049744, -1.7138304710388184, -1.069703459739685, -1.495227575302124, -1.0653905868530273, 0.745022177696228, 0.060708582401275635, 1.503822684288025, 0.5216676592826843, 0.3652963936328888]"
53737,"[1.00993013381958, -0.8398716449737549, -0.6247621774673462, 0.49552708864212036, 0.8547993302345276, 0.8446852564811707, 0.7839455604553223, 0.891694962978363, 0.44517117738723755, 0.9065617918968201]"
54067,"[1.4461382627487183, -2.225862741470337, 1.002195954322815, 0.715526282787323, -0.07292632758617401, -0.14724890887737274, 0.5016478300094604, -0.5794832706451416, -0.3163732588291168, -0.701139509677887]"
54787,"[0.5871502161026001, 1.3173339366912842, 0.8941676020622253, -1.8253332376480103, 0.5897917151451111, 0.7742274403572083, -0.6600973010063171, -1.1280357837677002, 0.3757927119731903, -1.3919113874435425]"
54997,"[1.4282923936843872, -0.18175753951072693, -1.097290277481079, 2.5366201400756836, -0.3309430181980133, 2.2795114517211914, -1.7734451293945312, 0.10126025229692459, 0.2657543122768402, -0.031003521755337715]"
55167,"[-0.08744513988494873, -2.01990008354187, 0.4952008128166199, -0.420322060585022, 0.15456987917423248, -0.7831394076347351, -1.9865336418151855, -0.8827178478240967, 0.3807554244995117, -0.4628876745700836]"
55247,"[-2.2087478637695312, -1.9302417039871216, -1.0801130533218384, 1.551272988319397, -1.5889173746109009, 0.9876214265823364, -1.3480188846588135, 0.5521183609962463, 2.248300552368164, 1.7768652439117432]"
55267,"[-1.4580305814743042, 1.2543343305587769, -1.5418380498886108, 0.04316158965229988, -0.4305064380168915, -0.6057759523391724, 0.3589576482772827, 0.42813166975975037, -0.31073734164237976, 1.1608448028564453]"
55417,"[0.0336260087788105, 1.1255439519882202, 0.7631385326385498, -1.0581181049346924, 1.8027420043945312, 1.0530550479888916, 0.8753154277801514, -0.15885545313358307, 0.38572704792022705, -0.34340327978134155]"
55577,"[-1.364201307296753, -1.9055405855178833, 0.07727585732936859, -0.4983897805213928, -1.0988320112228394, -1.2708710432052612, -0.9230840802192688, -1.7928651571273804, 0.7000844478607178, 1.1966651678085327]"
56167,"[-0.8787517547607422, -1.9309195280075073, -0.20357945561408997, -0.2754072844982147, 0.30312231183052063, -0.6450512409210205, -0.9795693159103394, 1.1512795686721802, 1.2500718832015991, 1.376957893371582]"
56367,"[-0.9965919256210327, 0.23449663817882538, -0.8515626788139343, 0.026699630543589592, -2.409252643585205, -0.8845182657241821, 0.343037873506546, 1.2542486190795898, -1.5805389881134033, -3.1874513626098633]"
56587,"[-0.4954902231693268, 0.07123924046754837, -0.7957336902618408, -0.024951878935098648, -0.6989150047302246, 0.08185868710279465, -0.1741562783718109, 0.39499232172966003, 1.2625235319137573, -0.09443917125463486]"
56607,"[0.17394831776618958, 0.45474129915237427, -0.22601096332073212, 1.9838610887527466, -1.804327130317688, -0.25707998871803284, 1.3732393980026245, -0.559903621673584, -0.32500582933425903, 0.7225857377052307]"
56757,"[-0.07932156324386597, -1.2269105911254883, 0.45795542001724243, 1.1727421283721924, -2.6082215309143066, 0.36001843214035034, -0.2242874652147293, 0.885873556137085, 0.3341704308986664, 0.13405583798885345]"
57147,"[0.4822852909564972, -1.5618529319763184, -1.0334187746047974, -0.13821640610694885, -0.7177579402923584, -0.11435987055301666, 2.5386219024658203, 0.042777519673109055, 0.20956280827522278, -0.3032734990119934]"
58047,"[0.12967486679553986, -1.4066201448440552, -0.00025867295335046947, 0.826052725315094, 0.7910215258598328, 0.5761508941650391, 0.41362348198890686, -1.174728274345398, 1.3941000699996948, -0.3367310166358948]"
58107,"[-0.1958843171596527, 0.44697681069374084, 0.9598466753959656, -1.4735572338104248, 0.09749981760978699, -1.3915905952453613, 0.7601193189620972, 1.9489009380340576, 0.8063192963600159, -0.7967917919158936]"
58297,"[-0.35465869307518005, -0.20767201483249664, 1.0578804016113281, -0.2576266825199127, -0.6628087759017944, -0.48903706669807434, 0.2732250392436981, 0.14018034934997559, -1.2036620378494263, -1.064941644668579]"
58347,"[-0.82136470079422, -1.7298460006713867, 0.23545977473258972, -0.9094905853271484, -0.3072877526283264, 0.9015438556671143, 1.6879626512527466, -0.8321565985679626, -1.3440641164779663, 0.05687497928738594]"
58627,"[-0.9553540945053101, -1.7586685419082642, 1.3948432207107544, -0.33252593874931335, 0.4271793067455292, -1.3434088230133057, -0.540869414806366, 1.2424386739730835, -0.819363534450531, 0.22323980927467346]"
59037,"[0.16419082880020142, -0.9204174280166626, 1.4805572032928467, 1.5819871425628662, 0.7358401417732239, -2.138570785522461, 1.3374074697494507, -0.43268030881881714, 0.8521773815155029, 0.6889922618865967]"
59387,"[-2.2382936477661133, -1.215975046157837, 0.20572055876255035, -0.2155860960483551, 1.1505603790283203, 0.9953208565711975, 0.9402011632919312, -1.090709924697876, 0.5345966815948486, 1.4855629205703735]"
